Date,NAO
1925-7-1,1.37
1925-8-1,1.43
1925-9-1,-0.66
1925-10-1,-0.98
1925-11-1,-2.6
1925-12-1,-0.72
1926-1-1,1.7
1926-2-1,1.84
1926-3-1,0.56
1926-4-1,2.33
1926-5-1,-1.19
1926-6-1,-1.79
1926-7-1,-0.69
1926-8-1,2.06
1926-9-1,0.92
1926-10-1,-4.16
1926-11-1,0.12
1926-12-1,-0.51
1927-1-1,2.15
1927-2-1,1.09
1927-3-1,2.58
1927-4-1,1.39
1927-5-1,-2.03
1927-6-1,-1.6
1927-7-1,-0.16
1927-8-1,1.6
1927-9-1,-1.77
1927-10-1,-2.04
1927-11-1,-1.25
1927-12-1,-3.14
1928-1-1,3.04
1928-2-1,3.52
1928-3-1,-0.94
1928-4-1,1.09
1928-5-1,-2.9
1928-6-1,-1.89
1928-7-1,2.21
1928-8-1,-1.8
1928-9-1,-1.93
1928-10-1,0.15
1928-11-1,1.68
1928-12-1,0.44
1929-1-1,-1.26
1929-2-1,0.27
1929-3-1,-0.48
1929-4-1,-3.8
1929-5-1,0.67
1929-6-1,-0.06
1929-7-1,0.26
1929-8-1,-0.07
1929-9-1,0.25
1929-10-1,0.29
1929-11-1,2.15
1929-12-1,3.8
1930-1-1,1.51
1930-2-1,-0.6
1930-3-1,-0.7
1930-4-1,-2.13
1930-5-1,1.84
1930-6-1,-0.37
1930-7-1,-1.3
1930-8-1,1.81
1930-9-1,-2.07
1930-10-1,0.89
1930-11-1,1.44
1930-12-1,1.21
1931-1-1,-0.09
1931-2-1,1.29
1931-3-1,-2.18
1931-4-1,-0.08
1931-5-1,-0.62
1931-6-1,-0.96
1931-7-1,-0.13
1931-8-1,-1.8
1931-9-1,-2.73
1931-10-1,-0.11
1931-11-1,2.78
1931-12-1,0.77
1932-1-1,3.47
1932-2-1,-3.31
1932-3-1,-1.57
1932-4-1,0.13
1932-5-1,-0.68
1932-6-1,-1.46
1932-7-1,-0.8
1932-8-1,2.18
1932-9-1,-0.94
1932-10-1,0.05
1932-11-1,0.98
1932-12-1,1.22
1933-1-1,1.41
1933-2-1,-1.81
1933-3-1,1.26
1933-4-1,-0.23
1933-5-1,-0.55
1933-6-1,-1.62
1933-7-1,2.62
1933-8-1,2.65
1933-9-1,-2.03
1933-10-1,-1.99
1933-11-1,-2.97
1933-12-1,-1.84
1934-1-1,3.27
1934-2-1,0.49
1934-3-1,0.3
1934-4-1,-1.67
1934-5-1,1.41
1934-6-1,-2.49
1934-7-1,-1.17
1934-8-1,1.51
1934-9-1,2.5
1934-10-1,0.76
1934-11-1,-1.22
1934-12-1,1.32
1935-1-1,-0.5
1935-2-1,2.7
1935-3-1,0.39
1935-4-1,-0.41
1935-5-1,-3.21
1935-6-1,1.34
1935-7-1,2.03
1935-8-1,-0.55
1935-9-1,0.55
1935-10-1,0.88
1935-11-1,1.13
1935-12-1,-1.37
1936-1-1,-1.22
1936-2-1,-2.44
1936-3-1,-1.09
1936-4-1,-1.54
1936-5-1,-2.34
1936-6-1,0.76
1936-7-1,1.34
1936-8-1,2.67
1936-9-1,-0.81
1936-10-1,0.87
1936-11-1,-0.17
1936-12-1,2.37
1937-1-1,2.15
1937-2-1,1.73
1937-3-1,-2.02
1937-4-1,2.19
1937-5-1,2.31
1937-6-1,0.49
1937-7-1,0.19
1937-8-1,0.28
1937-9-1,-0.17
1937-10-1,-2.41
1937-11-1,-1.56
1937-12-1,-1.09
1938-1-1,2.64
1938-2-1,0.6
1938-3-1,3.13
1938-4-1,-1.68
1938-5-1,-0.35
1938-6-1,0.97
1938-7-1,1.6
1938-8-1,-0.37
1938-9-1,-0.29
1938-10-1,1.88
1938-11-1,3.24
1938-12-1,-0.39
1939-1-1,-0.69
1939-2-1,2.91
1939-3-1,-0.03
1939-4-1,0.18
1939-5-1,-0.9
1939-6-1,-1.4
1939-7-1,-0.44
1939-8-1,0.8
1939-9-1,-3.9
1939-10-1,-2.51
1939-11-1,1.53
1939-12-1,-1.07
1940-1-1,-2.27
1940-2-1,-0.93
1940-3-1,-0.72
1940-4-1,0.53
1940-5-1,-0.25
1940-6-1,-1.2
1940-7-1,-1.21
1940-8-1,0.3
1940-9-1,-1.1
1940-10-1,-1.89
1940-11-1,1.3
1940-12-1,1.46
1941-1-1,-3.5
1941-2-1,-0.42
1941-3-1,-1.29
1941-4-1,-2.95
1941-5-1,-0.54
1941-6-1,0.24
1941-7-1,1.08
1941-8-1,-0.6
1941-9-1,-0.97
1941-10-1,-1.21
1941-11-1,-0.09
1941-12-1,1.44
1942-1-1,0.75
1942-2-1,-3.1
1942-3-1,-0.92
1942-4-1,-0.95
1942-5-1,0.82
1942-6-1,-2.1
1942-7-1,0.15
1942-8-1,0.08
1942-9-1,-0.25
1942-10-1,-0.21
1942-11-1,-2.11
1942-12-1,1.47
1943-1-1,1.17
1943-2-1,2.78
1943-3-1,0.03
1943-4-1,4.26
1943-5-1,2.17
1943-6-1,1.91
1943-7-1,0.05
1943-8-1,-0.18
1943-9-1,-0.65
1943-10-1,0.45
1943-11-1,0.08
1943-12-1,-0.39
1944-1-1,3.63
1944-2-1,-1.59
1944-3-1,-0.82
1944-4-1,1.3
1944-5-1,0.42
1944-6-1,-2.78
1944-7-1,-2.16
1944-8-1,0.15
1944-9-1,0.36
1944-10-1,-0.83
1944-11-1,0.81
1944-12-1,0.26
1945-1-1,-2.12
1945-2-1,4.67
1945-3-1,2.51
1945-4-1,1.15
1945-5-1,-0.84
1945-6-1,0.37
1945-7-1,-0.4
1945-8-1,-1.83
1945-9-1,1.4
1945-10-1,-0.22
1945-11-1,-1.82
1945-12-1,-0.25
1946-1-1,1.41
1946-2-1,0.99
1946-3-1,-0.39
1946-4-1,0.65
1946-5-1,-2.7
1946-6-1,2.56
1946-7-1,2.66
1946-8-1,0.62
1946-9-1,1.98
1946-10-1,-2.04
1946-11-1,-1.26
1946-12-1,1.22
1947-1-1,0.39
1947-2-1,-4.6
1947-3-1,-1.28
1947-4-1,6.66
1947-5-1,-1.2
1947-6-1,0.2
1947-7-1,0.19
1947-8-1,-1.08
1947-9-1,1.18
1947-10-1,-0.51
1947-11-1,-0.25
1947-12-1,-0.72
1948-1-1,1.53
1948-2-1,0.66
1948-3-1,3.48
1948-4-1,-0.48
1948-5-1,-1.23
1948-6-1,-0.27
1948-7-1,0.59
1948-8-1,0.34
1948-9-1,0.82
1948-10-1,0.43
1948-11-1,2.64
1948-12-1,1.09
1949-1-1,1.5
1949-2-1,4.01
1949-3-1,-0.96
1949-4-1,3.41
1949-5-1,-1.39
1949-6-1,-1.51
1949-7-1,-0.93
1949-8-1,1.38
1949-9-1,-1.81
1949-10-1,1.38
1949-11-1,0.54
1949-12-1,0.11
1950-1-1,0.55
1950-2-1,3.31
1950-3-1,0.82
1950-4-1,1.61
1950-5-1,-1.73
1950-6-1,1.26
1950-7-1,-0.87
1950-8-1,-0.28
1950-9-1,1.51
1950-10-1,0.78
1950-11-1,0.78
1950-12-1,-1.88
1951-1-1,0.82
1951-2-1,0.93
1951-3-1,-2.01
1951-4-1,-0.45
1951-5-1,-2.11
1951-6-1,-1.16
1951-7-1,1.1
1951-8-1,0.85
1951-9-1,-0.22
1951-10-1,-0.13
1951-11-1,-0.97
1951-12-1,2.54
1952-1-1,0.92
1952-2-1,0.15
1952-3-1,-1.14
1952-4-1,2.79
1952-5-1,-0.94
1952-6-1,0.02
1952-7-1,-0.79
1952-8-1,-1.05
1952-9-1,-3.02
1952-10-1,0.42
1952-11-1,-1.51
1952-12-1,-0.31
1953-1-1,-0.02
1953-2-1,0.54
1953-3-1,1.25
1953-4-1,-1.6
1953-5-1,-0.75
1953-6-1,-2.96
1953-7-1,0.13
1953-8-1,3.26
1953-9-1,0.75
1953-10-1,0.77
1953-11-1,3.25
1953-12-1,0.15
1954-1-1,0.1
1954-2-1,0.57
1954-3-1,-0.29
1954-4-1,-0.26
1954-5-1,-0.91
1954-6-1,-0.94
1954-7-1,0.88
1954-8-1,-0.59
1954-9-1,2.49
1954-10-1,2.09
1954-11-1,1.54
1954-12-1,1.44
1955-1-1,-1.17
1955-2-1,-2.21
1955-3-1,-2.9
1955-4-1,2.4
1955-5-1,0.33
1955-6-1,-0.18
1955-7-1,-1.32
1955-8-1,0.54
1955-9-1,0.82
1955-10-1,-2.35
1955-11-1,-2.14
1955-12-1,0.51
1956-1-1,-0.76
1956-2-1,-2.96
1956-3-1,0.01
1956-4-1,-1.9
1956-5-1,4.54
1956-6-1,1.26
1956-7-1,0.35
1956-8-1,-3.15
1956-9-1,-0.51
1956-10-1,1.23
1956-11-1,1.39
1956-12-1,2.57
1957-1-1,2.53
1957-2-1,1.08
1957-3-1,0.42
1957-4-1,-0.62
1957-5-1,-0.84
1957-6-1,-0.8
1957-7-1,-0.48
1957-8-1,0.7
1957-9-1,-1.56
1957-10-1,1.07
1957-11-1,-1.59
1957-12-1,-0.12
1958-1-1,0.37
1958-2-1,-0.03
1958-3-1,-1.28
1958-4-1,1.79
1958-5-1,1.1
1958-6-1,-1.44
1958-7-1,-0.2
1958-8-1,0.98
1958-9-1,-0.23
1958-10-1,1.65
1958-11-1,0.43
1958-12-1,-1.7
1959-1-1,-1.15
1959-2-1,2.46
1959-3-1,1.82
1959-4-1,1.51
1959-5-1,-2.22
1959-6-1,1.51
1959-7-1,0.29
1959-8-1,0.02
1959-9-1,-1.81
1959-10-1,1.51
1959-11-1,-0.04
1959-12-1,1.98
1960-1-1,-0.7
1960-2-1,-1.0
1960-3-1,-0.87
1960-4-1,1.93
1960-5-1,0.07
1960-6-1,-0.41
1960-7-1,0.18
1960-8-1,-1.84
1960-9-1,0.24
1960-10-1,-3.08
1960-11-1,1.4
1960-12-1,0.46
1961-1-1,1.46
1961-2-1,4.06
1961-3-1,2.08
1961-4-1,0.71
1961-5-1,-0.94
1961-6-1,2.13
1961-7-1,0.63
1961-8-1,3.38
1961-9-1,2.01
1961-10-1,1.0
1961-11-1,-2.15
1961-12-1,-1.72
1962-1-1,2.44
1962-2-1,0.77
1962-3-1,-3.78
1962-4-1,0.74
1962-5-1,-0.1
1962-6-1,1.41
1962-7-1,-2.1
1962-8-1,2.28
1962-9-1,0.02
1962-10-1,-0.34
1962-11-1,-2.23
1962-12-1,-0.66
1963-1-1,-4.09
1963-2-1,-1.9
1963-3-1,2.79
1963-4-1,-0.46
1963-5-1,1.91
1963-6-1,-1.77
1963-7-1,-0.65
1963-8-1,-0.96
1963-9-1,0.94
1963-10-1,2.79
1963-11-1,-0.15
1963-12-1,-3.09
1964-1-1,0.93
1964-2-1,-0.13
1964-3-1,-0.77
1964-4-1,0.95
1964-5-1,2.51
1964-6-1,-1.85
1964-7-1,2.44
1964-8-1,-2.46
1964-9-1,0.5
1964-10-1,0.63
1964-11-1,1.33
1964-12-1,-1.24
1965-1-1,0.01
1965-2-1,-3.03
1965-3-1,0.23
1965-4-1,2.14
1965-5-1,-0.08
1965-6-1,0.87
1965-7-1,-1.71
1965-8-1,1.59
1965-9-1,-1.01
1965-10-1,-1.26
1965-11-1,-1.78
1965-12-1,1.24
1966-1-1,-1.01
1966-2-1,-0.38
1966-3-1,1.05
1966-4-1,1.18
1966-5-1,1.51
1966-6-1,0.82
1966-7-1,-1.99
1966-8-1,-2.03
1966-9-1,-0.47
1966-10-1,-2.89
1966-11-1,-0.07
1966-12-1,1.68
1967-1-1,0.04
1967-2-1,1.7
1967-3-1,3.0
1967-4-1,-0.76
1967-5-1,-0.46
1967-6-1,1.96
1967-7-1,1.44
1967-8-1,-0.41
1967-9-1,0.32
1967-10-1,1.34
1967-11-1,-0.91
1967-12-1,-0.53
1968-1-1,1.65
1968-2-1,-1.53
1968-3-1,0.34
1968-4-1,-0.71
1968-5-1,-1.5
1968-6-1,0.95
1968-7-1,-1.96
1968-8-1,-1.45
1968-9-1,0.5
1968-10-1,0.03
1968-11-1,-2.0
1968-12-1,-1.73
1969-1-1,-1.64
1969-2-1,-3.16
1969-3-1,-1.81
1969-4-1,1.11
1969-5-1,-0.23
1969-6-1,-1.17
1969-7-1,3.7
1969-8-1,-1.62
1969-9-1,0.38
1969-10-1,0.7
1969-11-1,-1.28
1969-12-1,-0.26
1970-1-1,-1.16
1970-2-1,1.1
1970-3-1,-1.78
1970-4-1,2.52
1970-5-1,1.87
1970-6-1,-0.11
1970-7-1,0.27
1970-8-1,-0.2
1970-9-1,0.47
1970-10-1,0.0
1970-11-1,0.76
1970-12-1,-1.58
1971-1-1,-0.43
1971-2-1,1.21
1971-3-1,-1.76
1971-4-1,-3.15
1971-5-1,-0.62
1971-6-1,-1.32
1971-7-1,-1.04
1971-8-1,0.07
1971-9-1,-0.54
1971-10-1,1.63
1971-11-1,-1.46
1971-12-1,0.76
1972-1-1,-0.52
1972-2-1,-0.2
1972-3-1,0.26
1972-4-1,0.22
1972-5-1,1.24
1972-6-1,1.07
1972-7-1,0.41
1972-8-1,0.11
1972-9-1,-4.11
1972-10-1,-1.74
1972-11-1,0.64
1972-12-1,2.11
1973-1-1,1.37
1973-2-1,1.22
1973-3-1,1.04
1973-4-1,-2.61
1973-5-1,0.37
1973-6-1,0.83
1973-7-1,-1.85
1973-8-1,2.32
1973-9-1,-0.79
1973-10-1,-1.03
1973-11-1,-0.26
1973-12-1,-1.65
1974-1-1,3.75
1974-2-1,0.68
1974-3-1,-0.81
1974-4-1,-2.3
1974-5-1,-0.01
1974-6-1,-0.14
1974-7-1,2.07
1974-8-1,0.89
1974-9-1,0.11
1974-10-1,-1.44
1974-11-1,1.27
1974-12-1,3.06
1975-1-1,2.43
1975-2-1,0.4
1975-3-1,-1.26
1975-4-1,-0.84
1975-5-1,-2.42
1975-6-1,0.18
1975-7-1,0.63
1975-8-1,0.08
1975-9-1,1.75
1975-10-1,0.39
1975-11-1,0.86
1975-12-1,-1.57
1976-1-1,0.75
1976-2-1,1.29
1976-3-1,1.87
1976-4-1,-1.53
1976-5-1,1.2
1976-6-1,1.76
1976-7-1,-0.57
1976-8-1,0.62
1976-9-1,-3.46
1976-10-1,-0.64
1976-11-1,1.5
1976-12-1,-3.63
1977-1-1,-2.36
1977-2-1,0.28
1977-3-1,1.33
1977-4-1,1.07
1977-5-1,-1.62
1977-6-1,-0.89
1977-7-1,-1.14
1977-8-1,-1.42
1977-9-1,1.64
1977-10-1,0.45
1977-11-1,0.37
1977-12-1,-0.25
1978-1-1,0.46
1978-2-1,-1.99
1978-3-1,3.1
1978-4-1,-3.12
1978-5-1,0.37
1978-6-1,0.14
1978-7-1,-0.33
1978-8-1,0.05
1978-9-1,1.96
1978-10-1,0.02
1978-11-1,3.91
1978-12-1,-2.08
1979-1-1,-3.22
1979-2-1,-0.62
1979-3-1,0.54
1979-4-1,-0.79
1979-5-1,1.0
1979-6-1,0.45
1979-7-1,2.53
1979-8-1,-0.85
1979-9-1,1.12
1979-10-1,-1.95
1979-11-1,1.95
1979-12-1,2.07
1980-1-1,-1.8
1980-2-1,0.7
1980-3-1,-0.68
1980-4-1,0.03
1980-5-1,-2.26
1980-6-1,-0.2
1980-7-1,-0.91
1980-8-1,0.3
1980-9-1,1.72
1980-10-1,-0.87
1980-11-1,-2.06
1980-12-1,1.55
1981-1-1,1.0
1981-2-1,1.04
1981-3-1,0.01
1981-4-1,-3.04
1981-5-1,0.05
1981-6-1,-1.57
1981-7-1,1.74
1981-8-1,1.01
1981-9-1,0.27
1981-10-1,-1.06
1981-11-1,1.66
1981-12-1,-2.2
1982-1-1,-0.72
1982-2-1,2.25
1982-3-1,1.66
1982-4-1,-0.99
1982-5-1,1.1
1982-6-1,-1.86
1982-7-1,-0.65
1982-8-1,1.45
1982-9-1,1.08
1982-10-1,0.32
1982-11-1,1.71
1982-12-1,2.64
1983-1-1,4.82
1983-2-1,-1.25
1983-3-1,1.79
1983-4-1,-1.01
1983-5-1,-0.57
1983-6-1,0.54
1983-7-1,-0.75
1983-8-1,0.56
1983-9-1,-0.65
1983-10-1,2.06
1983-11-1,-2.28
1983-12-1,0.83
1984-1-1,2.53
1984-2-1,1.73
1984-3-1,-2.12
1984-4-1,0.33
1984-5-1,-2.34
1984-6-1,0.33
1984-7-1,0.93
1984-8-1,1.0
1984-9-1,-1.31
1984-10-1,1.66
1984-11-1,-1.16
1984-12-1,1.52
1985-1-1,-2.87
1985-2-1,-0.24
1985-3-1,0.07
1985-4-1,0.34
1985-5-1,-2.13
1985-6-1,-1.08
1985-7-1,1.09
1985-8-1,2.33
1985-9-1,0.0
1985-10-1,0.14
1985-11-1,-2.85
1985-12-1,-0.43
1986-1-1,1.46
1986-2-1,-4.02
1986-3-1,2.86
1986-4-1,-0.93
1986-5-1,2.16
1986-6-1,-1.29
1986-7-1,0.88
1986-8-1,-2.21
1986-9-1,-1.34
1986-10-1,2.27
1986-11-1,3.41
1986-12-1,3.42
1987-1-1,-2.12
1987-2-1,-0.24
1987-3-1,0.29
1987-4-1,2.59
1987-5-1,-0.81
1987-6-1,-0.58
1987-7-1,-1.24
1987-8-1,-2.99
1987-9-1,1.27
1987-10-1,-0.8
1987-11-1,-0.67
1987-12-1,-0.81
1988-1-1,0.53
1988-2-1,-0.11
1988-3-1,0.78
1988-4-1,-2.39
1988-5-1,-1.24
1988-6-1,-2.75
1988-7-1,1.46
1988-8-1,0.73
1988-9-1,0.8
1988-10-1,-2.02
1988-11-1,-1.47
1988-12-1,1.85
1989-1-1,3.53
1989-2-1,3.61
1989-3-1,2.45
1989-4-1,-0.48
1989-5-1,1.16
1989-6-1,-0.53
1989-7-1,0.58
1989-8-1,1.76
1989-9-1,-0.96
1989-10-1,0.88
1989-11-1,-2.97
1989-12-1,-2.23
1990-1-1,3.5
1990-2-1,5.11
1990-3-1,3.11
1990-4-1,1.77
1990-5-1,-1.19
1990-6-1,0.42
1990-7-1,1.43
1990-8-1,3.31
1990-9-1,-0.99
1990-10-1,-0.59
1990-11-1,-1.48
1990-12-1,0.34
1991-1-1,1.87
1991-2-1,-0.02
1991-3-1,-1.37
1991-4-1,1.48
1991-5-1,-0.04
1991-6-1,-0.31
1991-7-1,-0.28
1991-8-1,2.71
1991-9-1,-1.12
1991-10-1,-1.77
1991-11-1,1.68
1991-12-1,1.24
1992-1-1,0.64
1992-2-1,3.18
1992-3-1,1.66
1992-4-1,1.32
1992-5-1,0.8
1992-6-1,-1.74
1992-7-1,1.04
1992-8-1,3.97
1992-9-1,0.99
1992-10-1,-3.33
1992-11-1,4.52
1992-12-1,0.21
1993-1-1,3.91
1993-2-1,0.11
1993-3-1,1.47
1993-4-1,0.83
1993-5-1,-2.59
1993-6-1,0.16
1993-7-1,0.64
1993-8-1,0.75
1993-9-1,-2.6
1993-10-1,-4.13
1993-11-1,0.77
1993-12-1,2.17
1994-1-1,1.28
1994-2-1,0.07
1994-3-1,3.68
1994-4-1,1.38
1994-5-1,-1.43
1994-6-1,2.99
1994-7-1,-0.09
1994-8-1,-1.59
1994-9-1,-2.85
1994-10-1,-1.88
1994-11-1,1.68
1994-12-1,2.86
1995-1-1,2.7
1995-2-1,3.13
1995-3-1,1.06
1995-4-1,-1.81
1995-5-1,-0.36
1995-6-1,-3.36
1995-7-1,-0.96
1995-8-1,-1.33
1995-9-1,-1.55
1995-10-1,1.22
1995-11-1,-2.73
1995-12-1,-3.33
1996-1-1,-3.27
1996-2-1,-0.12
1996-3-1,-2.57
1996-4-1,-0.31
1996-5-1,-1.5
1996-6-1,1.43
1996-7-1,1.47
1996-8-1,-0.19
1996-9-1,-2.23
1996-10-1,-0.07
1996-11-1,-0.05
1996-12-1,-4.7
1997-1-1,-1.95
1997-2-1,5.26
1997-3-1,2.09
1997-4-1,-0.97
1997-5-1,-1.35
1997-6-1,-4.05
1997-7-1,1.18
1997-8-1,1.78
1997-9-1,-0.67
1997-10-1,-2.26
1997-11-1,-0.99
1997-12-1,-0.2
1998-1-1,-0.28
1998-2-1,2.44
1998-3-1,1.24
1998-4-1,-0.39
1998-5-1,-1.26
1998-6-1,-0.85
1998-7-1,-0.57
1998-8-1,1.8
1998-9-1,-3.48
1998-10-1,1.34
1998-11-1,1.13
1998-12-1,1.95
1999-1-1,0.9
1999-2-1,1.8
1999-3-1,-0.72
1999-4-1,0.43
1999-5-1,1.03
1999-6-1,1.39
1999-7-1,-1.85
1999-8-1,-3.67
1999-9-1,-0.51
1999-10-1,-0.69
1999-11-1,0.3
1999-12-1,2.13
2000-1-1,0.35
2000-2-1,4.37
2000-3-1,0.54
2000-4-1,-3.34
2000-5-1,0.31
2000-6-1,0.89
2000-7-1,-2.99
2000-8-1,0.78
2000-9-1,-1.1
2000-10-1,2.26
2000-11-1,-0.24
2000-12-1,-1.41
2001-1-1,0.02
2001-2-1,0.07
2001-3-1,-0.68
2001-4-1,1.24
2001-5-1,-0.09
2001-6-1,-1.33
2001-7-1,-1.12
2001-8-1,1.64
2001-9-1,-3.83
2001-10-1,0.88
2001-11-1,0.01
2001-12-1,-2.25
2002-1-1,2.31
2002-2-1,3.01
2002-3-1,0.09
2002-4-1,0.91
2002-5-1,-0.05
2002-6-1,0.9
2002-7-1,-0.71
2002-8-1,-0.61
2002-9-1,-3.58
2002-10-1,-1.5
2002-11-1,-0.27
2002-12-1,-0.98
2003-1-1,0.15
2003-2-1,1.34
2003-3-1,1.08
2003-4-1,-1.74
2003-5-1,1.17
2003-6-1,-0.86
2003-7-1,0.09
2003-8-1,-0.99
2003-9-1,0.35
2003-10-1,-3.68
2003-11-1,0.31
2003-12-1,-0.85
2004-1-1,0.2
2004-2-1,-1.23
2004-3-1,1.07
2004-4-1,1.08
2004-5-1,-0.67
2004-6-1,-0.38
2004-7-1,-0.3
2004-8-1,-0.76
2004-9-1,2.51
2004-10-1,-2.18
2004-11-1,-0.55
2004-12-1,1.27
2005-1-1,1.82
2005-2-1,-2.25
2005-3-1,-1.29
2005-4-1,0.71
2005-5-1,-0.13
2005-6-1,-1.0
2005-7-1,-0.08
2005-8-1,0.94
2005-9-1,0.5
2005-10-1,-0.45
2005-11-1,-1.01
2005-12-1,-0.81
2006-1-1,-0.1
2006-2-1,1.24
2006-3-1,-1.12
2006-4-1,0.57
2006-5-1,-0.22
2006-6-1,-0.41
2006-7-1,0.83
2006-8-1,-2.47
2006-9-1,-1.02
2006-10-1,-1.97
2006-11-1,1.7
2006-12-1,3.08
2007-1-1,1.77
2007-2-1,0.42
2007-3-1,2.03
2007-4-1,-0.1
2007-5-1,0.62
2007-6-1,-3.34
2007-7-1,-1.05
2007-8-1,-3.41
2007-9-1,-1.18
2007-10-1,-0.02
2007-11-1,-1.67
2007-12-1,1.42
2008-1-1,1.87
2008-2-1,1.81
2008-3-1,0.37
2008-4-1,-2.02
2008-5-1,-3.26
2008-6-1,-2.05
2008-7-1,-1.38
2008-8-1,-0.21
2008-9-1,-2.07
2008-10-1,0.01
2008-11-1,-1.3
2008-12-1,-0.58
2009-1-1,0.61
2009-2-1,-1.43
2009-3-1,0.15
2009-4-1,1.74
2009-5-1,1.52
2009-6-1,-3.05
2009-7-1,-0.92
2009-8-1,1.07
2009-9-1,-0.63
2009-10-1,-2.0
2009-11-1,1.68
2009-12-1,-3.72
2010-1-1,-2.38
2010-2-1,-3.25
2010-3-1,-0.8
2010-4-1,-1.03
2010-5-1,-1.66
2010-6-1,-2.4
2010-7-1,0.06
2010-8-1,-2.01
2010-9-1,-2.38
2010-10-1,-2.41
2010-11-1,-3.34
2010-12-1,-4.62
2011-1-1,-1.38
2011-2-1,2.79
2011-3-1,-0.44
2011-4-1,2.39
2011-5-1,1.08
2011-6-1,-1.58
2011-7-1,-3.39
2011-8-1,-0.18
2011-9-1,2.97
2011-10-1,1.45
2011-11-1,0.74
2011-12-1,3.2
2012-1-1,2.05
2012-2-1,1.2
2012-3-1,1.78
2012-4-1,-2.36
2012-5-1,-0.83
2012-6-1,-2.58
2012-7-1,-1.31
2012-8-1,-0.44
2012-9-1,-1.44
2012-10-1,-3.21
2012-11-1,-1.11
2012-12-1,0.6
2013-1-1,1.08
2013-2-1,-0.26
2013-3-1,-3.75
2013-4-1,0.03
2013-5-1,1.23
2013-6-1,1.4
2013-7-1,2.52
2013-8-1,2.16
2013-9-1,-0.57
2013-10-1,-0.36
2013-11-1,0.04
2013-12-1,3.54
2014-1-1,0.71
2014-2-1,2.32
2014-3-1,1.64
2014-4-1,0.84
2014-5-1,-0.08
2014-6-1,-1.98
2014-7-1,0.91
2014-8-1,-1.14
2014-9-1,-2.1
2014-10-1,0.31
2014-11-1,-2.17
2014-12-1,1.89
2015-1-1,2.81
2015-2-1,1.47
2015-3-1,1.99
2015-4-1,1.03
2015-5-1,2.09
2015-6-1,0.28
2015-7-1,-2.16
2015-8-1,1.47
2015-9-1,-1.65
2015-10-1,-1.13
2015-11-1,3.54
2015-12-1,4.22
2016-1-1,1.16
2016-2-1,1.61
2016-3-1,0.33
2016-4-1,-2.06
2016-5-1,-0.82
2016-6-1,-1.27
2016-7-1,2.18
2016-8-1,2.14
2016-9-1,2.45
2016-10-1,-1.47
2016-11-1,-1.61
2016-12-1,2.1
2017-1-1,0.17
2017-2-1,1.38
2017-3-1,1.05
2017-4-1,1.5
2017-5-1,0.38
2017-6-1,-0.55
2017-7-1,0.1
2017-8-1,-0.04
2017-9-1,1.42
2017-10-1,1.36
2017-11-1,-0.9
2017-12-1,1.0
2018-1-1,1.82
2018-2-1,-0.1
2018-3-1,-1.12
2018-4-1,2.37
2018-5-1,2.01
2018-6-1,-1.4
2018-7-1,3.83
2018-8-1,-1.0
2018-9-1,0.45
2018-10-1,-1.17
2018-11-1,-1.28
2018-12-1,-1.0
