No,year,month,day,hour,pm2.5
5154,2010,8,3,17,174
5155,2010,8,3,18,195
5156,2010,8,3,19,176
5157,2010,8,3,20,171
5158,2010,8,3,21,174
5159,2010,8,3,22,199
5160,2010,8,3,23,198
5161,2010,8,4,0,198
5162,2010,8,4,1,202
5163,2010,8,4,2,199
5164,2010,8,4,3,202
5165,2010,8,4,4,178
5166,2010,8,4,5,203
5167,2010,8,4,6,178
5168,2010,8,4,7,155
5169,2010,8,4,8,159
5170,2010,8,4,9,170
5171,2010,8,4,10,205
5172,2010,8,4,11,202
5173,2010,8,4,12,137
5174,2010,8,4,13,86
5175,2010,8,4,14,69
5176,2010,8,4,15,35
5177,2010,8,4,16,35
5178,2010,8,4,17,41
5179,2010,8,4,18,33
5180,2010,8,4,19,36
5181,2010,8,4,20,38
5182,2010,8,4,21,41
5183,2010,8,4,22,37
5184,2010,8,4,23,43
5185,2010,8,5,0,45
5186,2010,8,5,1,36
5187,2010,8,5,2,28
5188,2010,8,5,3,19
5189,2010,8,5,4,31
5190,2010,8,5,5,35
5191,2010,8,5,6,32
5192,2010,8,5,7,28
5193,2010,8,5,8,33
5194,2010,8,5,9,24
5195,2010,8,5,10,23
5196,2010,8,5,11,15
5197,2010,8,5,12,13
5198,2010,8,5,13,30
5199,2010,8,5,14,11
5200,2010,8,5,15,13
5201,2010,8,5,16,16
5202,2010,8,5,17,24
5203,2010,8,5,18,20
5204,2010,8,5,19,9
5205,2010,8,5,20,18
5206,2010,8,5,21,12
5207,2010,8,5,22,12
5208,2010,8,5,23,11
5209,2010,8,6,0,11
5210,2010,8,6,1,12
5211,2010,8,6,2,10
5212,2010,8,6,3,15
5213,2010,8,6,4,16
5214,2010,8,6,5,14
5215,2010,8,6,6,13
5216,2010,8,6,7,25
5217,2010,8,6,8,21
5218,2010,8,6,9,23
5219,2010,8,6,10,16
5220,2010,8,6,11,12
5221,2010,8,6,12,10
5222,2010,8,6,13,11
5223,2010,8,6,14,18
5224,2010,8,6,15,18
5225,2010,8,6,16,16
5226,2010,8,6,17,20
5227,2010,8,6,18,19
5228,2010,8,6,19,18
5229,2010,8,6,20,27
5230,2010,8,6,21,46
5231,2010,8,6,22,38
5232,2010,8,6,23,48
5233,2010,8,7,0,62
5234,2010,8,7,1,65
5235,2010,8,7,2,78
5236,2010,8,7,3,85
5237,2010,8,7,4,76
5238,2010,8,7,5,79
5239,2010,8,7,6,92
5240,2010,8,7,7,105
5241,2010,8,7,8,90
5242,2010,8,7,9,108
5243,2010,8,7,10,105
5244,2010,8,7,11,106
5245,2010,8,7,12,106
5246,2010,8,7,13,107
5247,2010,8,7,14,119
5248,2010,8,7,15,108
5249,2010,8,7,16,101
5250,2010,8,7,17,91
5251,2010,8,7,18,38
5252,2010,8,7,19,39
5253,2010,8,7,20,42
5254,2010,8,7,21,39
5255,2010,8,7,22,38
5256,2010,8,7,23,38
5257,2010,8,8,0,45
5258,2010,8,8,1,40
5259,2010,8,8,2,44
5260,2010,8,8,3,44
5261,2010,8,8,4,55
5262,2010,8,8,5,62
5263,2010,8,8,6,63
5264,2010,8,8,7,56
5265,2010,8,8,8,68
5266,2010,8,8,9,57
5267,2010,8,8,10,71
5268,2010,8,8,11,66
5269,2010,8,8,12,75
5270,2010,8,8,13,81
5271,2010,8,8,14,98
5272,2010,8,8,15,114
5273,2010,8,8,16,119
5274,2010,8,8,17,125
5275,2010,8,8,18,115
5276,2010,8,8,19,124
5277,2010,8,8,20,141
5278,2010,8,8,21,157
5279,2010,8,8,22,187
5280,2010,8,8,23,221
5281,2010,8,9,0,221
5282,2010,8,9,1,221
5283,2010,8,9,2,218
5284,2010,8,9,3,231
5285,2010,8,9,4,231
5286,2010,8,9,5,231
5287,2010,8,9,6,208
5288,2010,8,9,7,211
5289,2010,8,9,8,255
5290,2010,8,9,9,258
5291,2010,8,9,10,246
5292,2010,8,9,11,239
5293,2010,8,9,12,207
5294,2010,8,9,13,224
5295,2010,8,9,14,245
5296,2010,8,9,15,221
5297,2010,8,9,16,208
5298,2010,8,9,17,209
5299,2010,8,9,18,224
5300,2010,8,9,19,270
5301,2010,8,9,20,271
5302,2010,8,9,21,297
5303,2010,8,9,22,275
5304,2010,8,9,23,295
5305,2010,8,10,0,336
5306,2010,8,10,1,360
5307,2010,8,10,2,263
5308,2010,8,10,3,271
5309,2010,8,10,4,284
5310,2010,8,10,5,145
5311,2010,8,10,6,123
5312,2010,8,10,7,65
5313,2010,8,10,8,32
5314,2010,8,10,9,34
5315,2010,8,10,10,45
5316,2010,8,10,11,17
5317,2010,8,10,12,40
5318,2010,8,10,13,60
5319,2010,8,10,14,83
5320,2010,8,10,15,110
5321,2010,8,10,16,121
5322,2010,8,10,17,155
5323,2010,8,10,18,168
5324,2010,8,10,19,154
5325,2010,8,10,20,160
5326,2010,8,10,21,175
5327,2010,8,10,22,172
5328,2010,8,10,23,183
5329,2010,8,11,0,182
5330,2010,8,11,1,194
5331,2010,8,11,2,132
5332,2010,8,11,3,141
5333,2010,8,11,4,122
5334,2010,8,11,5,101
5335,2010,8,11,6,100
5336,2010,8,11,7,92
5337,2010,8,11,8,94
5338,2010,8,11,9,120
5339,2010,8,11,10,166
5340,2010,8,11,11,223
5341,2010,8,11,12,181
5342,2010,8,11,13,128
5343,2010,8,11,14,117
5344,2010,8,11,15,97
5345,2010,8,11,16,96
5346,2010,8,11,17,79
5347,2010,8,11,18,61
5348,2010,8,11,19,66
5349,2010,8,11,20,69
5350,2010,8,11,21,76
5351,2010,8,11,22,81
5352,2010,8,11,23,70
5353,2010,8,12,0,83
5354,2010,8,12,1,81
5355,2010,8,12,2,74
5356,2010,8,12,3,70
5357,2010,8,12,4,74
5358,2010,8,12,5,94
5359,2010,8,12,6,111
5360,2010,8,12,7,115
5361,2010,8,12,8,117
5362,2010,8,12,9,110
5363,2010,8,12,10,96
5364,2010,8,12,11,93
5365,2010,8,12,12,113
5366,2010,8,12,13,111
5367,2010,8,12,14,115
5368,2010,8,12,15,105
5369,2010,8,12,16,94
5370,2010,8,12,17,99
5371,2010,8,12,18,71
5372,2010,8,12,19,53
5373,2010,8,12,20,47
5374,2010,8,12,21,83
5375,2010,8,12,22,96
5376,2010,8,12,23,111
5377,2010,8,13,0,100
5378,2010,8,13,1,84
5379,2010,8,13,2,88
5380,2010,8,13,3,79
5381,2010,8,13,4,75
5382,2010,8,13,5,88
5383,2010,8,13,6,87
5384,2010,8,13,7,96
5385,2010,8,13,8,96
5386,2010,8,13,9,132
5387,2010,8,13,10,141
5388,2010,8,13,11,174
5389,2010,8,13,12,167
5390,2010,8,13,13,184
5391,2010,8,13,14,194
5392,2010,8,13,15,190
5393,2010,8,13,16,146
5394,2010,8,13,17,183
5395,2010,8,13,18,157
5396,2010,8,13,19,144
5465,2010,8,16,16,112
5466,2010,8,16,17,68
5467,2010,8,16,18,45
5468,2010,8,16,19,69
5469,2010,8,16,20,68
5470,2010,8,16,21,92
5471,2010,8,16,22,79
5472,2010,8,16,23,68
5473,2010,8,17,0,76
5474,2010,8,17,1,81
5475,2010,8,17,2,97
5476,2010,8,17,3,114
5477,2010,8,17,4,140
5478,2010,8,17,5,158
5479,2010,8,17,6,158
5480,2010,8,17,7,182
5481,2010,8,17,8,166
5482,2010,8,17,9,188
5483,2010,8,17,10,194
5484,2010,8,17,11,174
5485,2010,8,17,12,173
5486,2010,8,17,13,121
5487,2010,8,17,14,125
5488,2010,8,17,15,122
5489,2010,8,17,16,118
5490,2010,8,17,17,123
5491,2010,8,17,18,127
5492,2010,8,17,19,152
5493,2010,8,17,20,144
5494,2010,8,17,21,145
5495,2010,8,17,22,156
5496,2010,8,17,23,171
5497,2010,8,18,0,199
5498,2010,8,18,1,249
5499,2010,8,18,2,300
5500,2010,8,18,3,285
5501,2010,8,18,4,281
5502,2010,8,18,5,318
5503,2010,8,18,6,326
5504,2010,8,18,7,337
5505,2010,8,18,8,312
5506,2010,8,18,9,311
5507,2010,8,18,10,291
5508,2010,8,18,11,230
5509,2010,8,18,12,246
5510,2010,8,18,13,309
5511,2010,8,18,14,283
5512,2010,8,18,15,237
5513,2010,8,18,16,164
5514,2010,8,18,17,140
5515,2010,8,18,18,140
5516,2010,8,18,19,152
5517,2010,8,18,20,173
5518,2010,8,18,21,136
5519,2010,8,18,22,90
5520,2010,8,18,23,103
5521,2010,8,19,0,104
5522,2010,8,19,1,106
5523,2010,8,19,2,89
5524,2010,8,19,3,85
5525,2010,8,19,4,84
5526,2010,8,19,5,88
5527,2010,8,19,6,97
5528,2010,8,19,7,102
5529,2010,8,19,8,93
5530,2010,8,19,9,102
5531,2010,8,19,10,100
5532,2010,8,19,11,100
5533,2010,8,19,12,78
5534,2010,8,19,13,75
5535,2010,8,19,14,93
5536,2010,8,19,15,123
5537,2010,8,19,16,124
5538,2010,8,19,17,116
5539,2010,8,19,18,129
5540,2010,8,19,19,121
5541,2010,8,19,20,134
5542,2010,8,19,21,137
5543,2010,8,19,22,154
5544,2010,8,19,23,210
5545,2010,8,20,0,195
5546,2010,8,20,1,154
5547,2010,8,20,2,152
5548,2010,8,20,3,164
5549,2010,8,20,4,165
5550,2010,8,20,5,126
5551,2010,8,20,6,121
5552,2010,8,20,7,132
5553,2010,8,20,8,119
5554,2010,8,20,9,88
5555,2010,8,20,10,79
5556,2010,8,20,11,65
5557,2010,8,20,12,63
5558,2010,8,20,13,79
5559,2010,8,20,14,93
5560,2010,8,20,15,116
5561,2010,8,20,16,146
5562,2010,8,20,17,138
5563,2010,8,20,18,144
5564,2010,8,20,19,151
5565,2010,8,20,20,132
5566,2010,8,20,21,113
5567,2010,8,20,22,63
5568,2010,8,20,23,64
5569,2010,8,21,0,45
5570,2010,8,21,1,62
5571,2010,8,21,2,60
5572,2010,8,21,3,39
5573,2010,8,21,4,47
5574,2010,8,21,5,45
5575,2010,8,21,6,52
5576,2010,8,21,7,52
5577,2010,8,21,8,53
5578,2010,8,21,9,50
5579,2010,8,21,10,35
5580,2010,8,21,11,46
5581,2010,8,21,12,51
5582,2010,8,21,13,38
5583,2010,8,21,14,34
5584,2010,8,21,15,44
5585,2010,8,21,16,19
5586,2010,8,21,17,21
5587,2010,8,21,18,12
5588,2010,8,21,19,26
5589,2010,8,21,20,46
5590,2010,8,21,21,29
5591,2010,8,21,22,13
5592,2010,8,21,23,9
5593,2010,8,22,0,9
5594,2010,8,22,1,9
5595,2010,8,22,2,17
5596,2010,8,22,3,4
5597,2010,8,22,4,8
5598,2010,8,22,5,15
5599,2010,8,22,6,23
5600,2010,8,22,7,11
5601,2010,8,22,8,23
5602,2010,8,22,9,32
5603,2010,8,22,10,30
5604,2010,8,22,11,12
5605,2010,8,22,12,11
5606,2010,8,22,13,17
5607,2010,8,22,14,18
5608,2010,8,22,15,21
5609,2010,8,22,16,15
5610,2010,8,22,17,11
5611,2010,8,22,18,24
5612,2010,8,22,19,38
5613,2010,8,22,20,45
5614,2010,8,22,21,44
5615,2010,8,22,22,48
5616,2010,8,22,23,42
5617,2010,8,23,0,49
5618,2010,8,23,1,61
5619,2010,8,23,2,57
5620,2010,8,23,3,56
5621,2010,8,23,4,61
5622,2010,8,23,5,64
5623,2010,8,23,6,83
5624,2010,8,23,7,82
5625,2010,8,23,8,76
5626,2010,8,23,9,61
5627,2010,8,23,10,66
5628,2010,8,23,11,62
5629,2010,8,23,12,70
5630,2010,8,23,13,63
5631,2010,8,23,14,57
5632,2010,8,23,15,65
5633,2010,8,23,16,84
5634,2010,8,23,17,76
5635,2010,8,23,18,59
5636,2010,8,23,19,70
5637,2010,8,23,20,108
5638,2010,8,23,21,149
5639,2010,8,23,22,169
5640,2010,8,23,23,157
5641,2010,8,24,0,186
5642,2010,8,24,1,166
5643,2010,8,24,2,173
5644,2010,8,24,3,178
5645,2010,8,24,4,190
5646,2010,8,24,5,211
5647,2010,8,24,6,177
5648,2010,8,24,7,182
5649,2010,8,24,8,159
5650,2010,8,24,9,181
5651,2010,8,24,10,169
5652,2010,8,24,11,157
5653,2010,8,24,12,202
5654,2010,8,24,13,186
5655,2010,8,24,14,127
5656,2010,8,24,15,117
5657,2010,8,24,16,87
5658,2010,8,24,17,70
5659,2010,8,24,18,60
5660,2010,8,24,19,34
5661,2010,8,24,20,34
5662,2010,8,24,21,47
5663,2010,8,24,22,45
5664,2010,8,24,23,39
5665,2010,8,25,0,61
5666,2010,8,25,1,72
5667,2010,8,25,2,73
5668,2010,8,25,3,77
5669,2010,8,25,4,69
5670,2010,8,25,5,83
5671,2010,8,25,6,76
5672,2010,8,25,7,93
5673,2010,8,25,8,97
5674,2010,8,25,9,100
5675,2010,8,25,10,74
5676,2010,8,25,11,81
5677,2010,8,25,12,77
5678,2010,8,25,13,82
5679,2010,8,25,14,75
5680,2010,8,25,15,97
5681,2010,8,25,16,73
5682,2010,8,25,17,71
5683,2010,8,25,18,70
5684,2010,8,25,19,81
5685,2010,8,25,20,90
5686,2010,8,25,21,132
5687,2010,8,25,22,184
5688,2010,8,25,23,115
5689,2010,8,26,0,122
5690,2010,8,26,1,124
5691,2010,8,26,2,133
5692,2010,8,26,3,98
5693,2010,8,26,4,70
5694,2010,8,26,5,62
5695,2010,8,26,6,81
5696,2010,8,26,7,81
5697,2010,8,26,8,71
5698,2010,8,26,9,57
5699,2010,8,26,10,60
5700,2010,8,26,11,44
5701,2010,8,26,12,42
5702,2010,8,26,13,31
5703,2010,8,26,14,41
5704,2010,8,26,15,27
5705,2010,8,26,16,33
5706,2010,8,26,17,35
5707,2010,8,26,18,45
5708,2010,8,26,19,102
5709,2010,8,26,20,101
5710,2010,8,26,21,26
5711,2010,8,26,22,22
5712,2010,8,26,23,25
5713,2010,8,27,0,33
5714,2010,8,27,1,33
5715,2010,8,27,2,36
5716,2010,8,27,3,33
5717,2010,8,27,4,43
5718,2010,8,27,5,46
5719,2010,8,27,6,35
5720,2010,8,27,7,42
5721,2010,8,27,8,64
5722,2010,8,27,9,41
5723,2010,8,27,10,40
5724,2010,8,27,11,46
5725,2010,8,27,12,35
5726,2010,8,27,13,26
5727,2010,8,27,14,31
5728,2010,8,27,15,24
5729,2010,8,27,16,17
5730,2010,8,27,17,26
5731,2010,8,27,18,30
5732,2010,8,27,19,42
5733,2010,8,27,20,59
5734,2010,8,27,21,66
5735,2010,8,27,22,54
5736,2010,8,27,23,44
5737,2010,8,28,0,44
5738,2010,8,28,1,94
5739,2010,8,28,2,127
5740,2010,8,28,3,48
5741,2010,8,28,4,69
5742,2010,8,28,5,73
5743,2010,8,28,6,51
5744,2010,8,28,7,33
5745,2010,8,28,8,47
5746,2010,8,28,9,24
5747,2010,8,28,10,37
5748,2010,8,28,11,20
5749,2010,8,28,12,24
5750,2010,8,28,13,17
5751,2010,8,28,14,22
5752,2010,8,28,15,16
5753,2010,8,28,16,11
5754,2010,8,28,17,35
5755,2010,8,28,18,42
5756,2010,8,28,19,44
5757,2010,8,28,20,55
5758,2010,8,28,21,49
5759,2010,8,28,22,65
5760,2010,8,28,23,97
5761,2010,8,29,0,132
5762,2010,8,29,1,110
5763,2010,8,29,2,136
5764,2010,8,29,3,168
5765,2010,8,29,4,157
5766,2010,8,29,5,191
5767,2010,8,29,6,160
5768,2010,8,29,7,195
5769,2010,8,29,8,135
5770,2010,8,29,9,121
5771,2010,8,29,10,102
5772,2010,8,29,11,82
5773,2010,8,29,12,98
5774,2010,8,29,13,110
5775,2010,8,29,14,138
5776,2010,8,29,15,79
5777,2010,8,29,16,60
5778,2010,8,29,17,54
5779,2010,8,29,18,62
5780,2010,8,29,19,91
5781,2010,8,29,20,99
5782,2010,8,29,21,93
5783,2010,8,29,22,88
5784,2010,8,29,23,95
5785,2010,8,30,0,102
5786,2010,8,30,1,145
5787,2010,8,30,2,107
5788,2010,8,30,3,100
5789,2010,8,30,4,103
5790,2010,8,30,5,114
5791,2010,8,30,6,130
5792,2010,8,30,7,111
5793,2010,8,30,8,77
5794,2010,8,30,9,67
5795,2010,8,30,10,95
5796,2010,8,30,11,83
5797,2010,8,30,12,54
5798,2010,8,30,13,61
5799,2010,8,30,14,77
5800,2010,8,30,15,58
5801,2010,8,30,16,88
5802,2010,8,30,17,74
5803,2010,8,30,18,70
5804,2010,8,30,19,128
5805,2010,8,30,20,217
5806,2010,8,30,21,224
5807,2010,8,30,22,176
5808,2010,8,30,23,165
5809,2010,8,31,0,116
5810,2010,8,31,1,73
5811,2010,8,31,2,60
5812,2010,8,31,3,59
5813,2010,8,31,4,45
5814,2010,8,31,5,65
5815,2010,8,31,6,72
5816,2010,8,31,7,112
5817,2010,8,31,8,105
5818,2010,8,31,9,93
5819,2010,8,31,10,81
5820,2010,8,31,11,92
5821,2010,8,31,12,102
5822,2010,8,31,13,92
5823,2010,8,31,14,89
5824,2010,8,31,15,103
5825,2010,8,31,16,80
5826,2010,8,31,17,101
5827,2010,8,31,18,95
5828,2010,8,31,19,85
5829,2010,8,31,20,89
5830,2010,8,31,21,107
5831,2010,8,31,22,115
5832,2010,8,31,23,100
5833,2010,9,1,0,99
5834,2010,9,1,1,105
5835,2010,9,1,2,108
5836,2010,9,1,3,116
5837,2010,9,1,4,95
5838,2010,9,1,5,79
5839,2010,9,1,6,82
5840,2010,9,1,7,90
5841,2010,9,1,8,78
5842,2010,9,1,9,76
5843,2010,9,1,10,44
5844,2010,9,1,11,61
5845,2010,9,1,12,52
5846,2010,9,1,13,45
5847,2010,9,1,14,55
5848,2010,9,1,15,44
5849,2010,9,1,16,55
5850,2010,9,1,17,43
5851,2010,9,1,18,37
5852,2010,9,1,19,59
5853,2010,9,1,20,59
5854,2010,9,1,21,53
5855,2010,9,1,22,73
5856,2010,9,1,23,81
5857,2010,9,2,0,82
5858,2010,9,2,1,81
5859,2010,9,2,2,105
5860,2010,9,2,3,105
5861,2010,9,2,4,85
5862,2010,9,2,5,49
5863,2010,9,2,6,45
5864,2010,9,2,7,36
5865,2010,9,2,8,46
5866,2010,9,2,9,59
5867,2010,9,2,10,51
5868,2010,9,2,11,50
5869,2010,9,2,12,39
5870,2010,9,2,13,39
5871,2010,9,2,14,46
5872,2010,9,2,15,77
5873,2010,9,2,16,104
5874,2010,9,2,17,80
5875,2010,9,2,18,112
5876,2010,9,2,19,143
5877,2010,9,2,20,191
5878,2010,9,2,21,211
5879,2010,9,2,22,224
5880,2010,9,2,23,249
5881,2010,9,3,0,254
5882,2010,9,3,1,284
5883,2010,9,3,2,228
5884,2010,9,3,3,135
5885,2010,9,3,4,94
5886,2010,9,3,5,101
5887,2010,9,3,6,93
5888,2010,9,3,7,97
5889,2010,9,3,8,100
5890,2010,9,3,9,95
5891,2010,9,3,10,56
5892,2010,9,3,11,52
5893,2010,9,3,12,52
5894,2010,9,3,13,51
5895,2010,9,3,14,46
5896,2010,9,3,15,62
5897,2010,9,3,16,70
5898,2010,9,3,17,79
5899,2010,9,3,18,90
5900,2010,9,3,19,103
5901,2010,9,3,20,103
5902,2010,9,3,21,118
5903,2010,9,3,22,142
5904,2010,9,3,23,157
5905,2010,9,4,0,155
5906,2010,9,4,1,159
5907,2010,9,4,2,82
5908,2010,9,4,3,81
5909,2010,9,4,4,105
5910,2010,9,4,5,101
5911,2010,9,4,6,93
5912,2010,9,4,7,92
5913,2010,9,4,8,81
5914,2010,9,4,9,58
5915,2010,9,4,10,72
5916,2010,9,4,11,74
5917,2010,9,4,12,81
5918,2010,9,4,13,86
5919,2010,9,4,14,77
5920,2010,9,4,15,71
5921,2010,9,4,16,78
5922,2010,9,4,17,80
5923,2010,9,4,18,88
5924,2010,9,4,19,89
5925,2010,9,4,20,93
5926,2010,9,4,21,90
5927,2010,9,4,22,135
5928,2010,9,4,23,125
5929,2010,9,5,0,112
5930,2010,9,5,1,88
5931,2010,9,5,2,92
5932,2010,9,5,3,91
5933,2010,9,5,4,103
5934,2010,9,5,5,100
5935,2010,9,5,6,91
5936,2010,9,5,7,161
5937,2010,9,5,8,185
5938,2010,9,5,9,170
5939,2010,9,5,10,146
5940,2010,9,5,11,133
5941,2010,9,5,12,125
5942,2010,9,5,13,131
5943,2010,9,5,14,123
5944,2010,9,5,15,89
5945,2010,9,5,16,96
5946,2010,9,5,17,87
5947,2010,9,5,18,95
5948,2010,9,5,19,97
5949,2010,9,5,20,117
5950,2010,9,5,21,128
5951,2010,9,5,22,144
5952,2010,9,5,23,147
5953,2010,9,6,0,129
5954,2010,9,6,1,148
5955,2010,9,6,2,163
5956,2010,9,6,3,168
5957,2010,9,6,4,152
5958,2010,9,6,5,177
5959,2010,9,6,6,182
5960,2010,9,6,7,177
5961,2010,9,6,8,151
5962,2010,9,6,9,150
5963,2010,9,6,10,131
5964,2010,9,6,11,135
5965,2010,9,6,12,117
5966,2010,9,6,13,103
5967,2010,9,6,14,103
5968,2010,9,6,15,95
5969,2010,9,6,16,99
5970,2010,9,6,17,104
5971,2010,9,6,18,128
5972,2010,9,6,19,182
5973,2010,9,6,20,224
5974,2010,9,6,21,232
5975,2010,9,6,22,216
5976,2010,9,6,23,229
5977,2010,9,7,0,226
5978,2010,9,7,1,250
5979,2010,9,7,2,278
5980,2010,9,7,3,249
5981,2010,9,7,4,201
5982,2010,9,7,5,161
5983,2010,9,7,6,203
5984,2010,9,7,7,222
5985,2010,9,7,8,226
5986,2010,9,7,9,197
5987,2010,9,7,10,210
5988,2010,9,7,11,148
5989,2010,9,7,12,56
5990,2010,9,7,13,52
5991,2010,9,7,14,38
5992,2010,9,7,15,41
5993,2010,9,7,16,48
5994,2010,9,7,17,43
5995,2010,9,7,18,54
5996,2010,9,7,19,70
5997,2010,9,7,20,58
5998,2010,9,7,21,61
5999,2010,9,7,22,64
6000,2010,9,7,23,74
6001,2010,9,8,0,103
6002,2010,9,8,1,102
6003,2010,9,8,2,61
6004,2010,9,8,3,69
6005,2010,9,8,4,81
6006,2010,9,8,5,79
6007,2010,9,8,6,129
6008,2010,9,8,7,133
6009,2010,9,8,8,96
6010,2010,9,8,9,81
6011,2010,9,8,10,58
6012,2010,9,8,11,63
6013,2010,9,8,12,67
6014,2010,9,8,13,81
6015,2010,9,8,14,113
6016,2010,9,8,15,97
6017,2010,9,8,16,97
6018,2010,9,8,17,111
6019,2010,9,8,18,102
6020,2010,9,8,19,100
6021,2010,9,8,20,123
6022,2010,9,8,21,125
6023,2010,9,8,22,128
6024,2010,9,8,23,118
6025,2010,9,9,0,115
6026,2010,9,9,1,140
6027,2010,9,9,2,142
6028,2010,9,9,3,122
6029,2010,9,9,4,109
6030,2010,9,9,5,159
6031,2010,9,9,6,154
6032,2010,9,9,7,213
6033,2010,9,9,8,216
6034,2010,9,9,9,227
6035,2010,9,9,10,210
6036,2010,9,9,11,220
6037,2010,9,9,12,216
6038,2010,9,9,13,211
6039,2010,9,9,14,204
6040,2010,9,9,15,122
6041,2010,9,9,16,121
6042,2010,9,9,17,85
6043,2010,9,9,18,114
6044,2010,9,9,19,152
6045,2010,9,9,20,131
6046,2010,9,9,21,144
6047,2010,9,9,22,147
6048,2010,9,9,23,160
6049,2010,9,10,0,175
6050,2010,9,10,1,176
6051,2010,9,10,2,193
6052,2010,9,10,3,200
6053,2010,9,10,4,189
6054,2010,9,10,5,108
6055,2010,9,10,6,50
6056,2010,9,10,7,73
6057,2010,9,10,8,57
6058,2010,9,10,9,57
6059,2010,9,10,10,45
6060,2010,9,10,11,62
6061,2010,9,10,12,62
6062,2010,9,10,13,24
6063,2010,9,10,14,24
6064,2010,9,10,15,27
6065,2010,9,10,16,38
6066,2010,9,10,17,39
6067,2010,9,10,18,27
6068,2010,9,10,19,66
6069,2010,9,10,20,111
6070,2010,9,10,21,198
6071,2010,9,10,22,181
6072,2010,9,10,23,212
6073,2010,9,11,0,174
6074,2010,9,11,1,170
6075,2010,9,11,2,133
6076,2010,9,11,3,50
6077,2010,9,11,4,28
6078,2010,9,11,5,18
6095,2010,9,11,22,76
6096,2010,9,11,23,72
6097,2010,9,12,0,72
6098,2010,9,12,1,207
6099,2010,9,12,2,240
6100,2010,9,12,3,221
6101,2010,9,12,4,164
6102,2010,9,12,5,98
6103,2010,9,12,6,69
6104,2010,9,12,7,96
6105,2010,9,12,8,119
6106,2010,9,12,9,110
6107,2010,9,12,10,107
6108,2010,9,12,11,91
6109,2010,9,12,12,71
6110,2010,9,12,13,69
6111,2010,9,12,14,85
6112,2010,9,12,15,87
6113,2010,9,12,16,103
6114,2010,9,12,17,115
6115,2010,9,12,18,123
6116,2010,9,12,19,123
6117,2010,9,12,20,132
6118,2010,9,12,21,120
6119,2010,9,12,22,132
6120,2010,9,12,23,155
6121,2010,9,13,0,142
6122,2010,9,13,1,155
6123,2010,9,13,2,218
6124,2010,9,13,3,261
6125,2010,9,13,4,269
6126,2010,9,13,5,206
6127,2010,9,13,6,117
6128,2010,9,13,7,111
6129,2010,9,13,8,114
6130,2010,9,13,9,120
6131,2010,9,13,10,134
6132,2010,9,13,11,131
6133,2010,9,13,12,141
6134,2010,9,13,13,141
6135,2010,9,13,14,159
6136,2010,9,13,15,129
6137,2010,9,13,16,150
6138,2010,9,13,17,124
6139,2010,9,13,18,121
6140,2010,9,13,19,138
6141,2010,9,13,20,139
6142,2010,9,13,21,180
6143,2010,9,13,22,167
6144,2010,9,13,23,191
6145,2010,9,14,0,209
6146,2010,9,14,1,275
6147,2010,9,14,2,277
6148,2010,9,14,3,310
6149,2010,9,14,4,242
6150,2010,9,14,5,206
6151,2010,9,14,6,136
6152,2010,9,14,7,166
6153,2010,9,14,8,175
6154,2010,9,14,9,160
6155,2010,9,14,10,179
6156,2010,9,14,11,182
6157,2010,9,14,12,177
6158,2010,9,14,13,183
6159,2010,9,14,14,153
6160,2010,9,14,15,128
6161,2010,9,14,16,165
6162,2010,9,14,17,166
6163,2010,9,14,18,152
6164,2010,9,14,19,169
6165,2010,9,14,20,212
6166,2010,9,14,21,225
6167,2010,9,14,22,227
6168,2010,9,14,23,225
6169,2010,9,15,0,321
6170,2010,9,15,1,358
6171,2010,9,15,2,360
6172,2010,9,15,3,411
6173,2010,9,15,4,374
6174,2010,9,15,5,414
6175,2010,9,15,6,349
6176,2010,9,15,7,298
6177,2010,9,15,8,334
6178,2010,9,15,9,333
6179,2010,9,15,10,455
6180,2010,9,15,11,440
6181,2010,9,15,12,313
6182,2010,9,15,13,215
6183,2010,9,15,14,190
6184,2010,9,15,15,236
6185,2010,9,15,16,187
6186,2010,9,15,17,211
6187,2010,9,15,18,196
6188,2010,9,15,19,240
6189,2010,9,15,20,281
6190,2010,9,15,21,297
6191,2010,9,15,22,293
6192,2010,9,15,23,254
6193,2010,9,16,0,203
6194,2010,9,16,1,186
6195,2010,9,16,2,205
6196,2010,9,16,3,200
6197,2010,9,16,4,181
6198,2010,9,16,5,176
6199,2010,9,16,6,188
6200,2010,9,16,7,181
6201,2010,9,16,8,219
6202,2010,9,16,9,226
6203,2010,9,16,10,238
6204,2010,9,16,11,247
6205,2010,9,16,12,225
6206,2010,9,16,13,244
6207,2010,9,16,14,199
6208,2010,9,16,15,157
6209,2010,9,16,16,194
6210,2010,9,16,17,262
6211,2010,9,16,18,224
6212,2010,9,16,19,174
6213,2010,9,16,20,170
6214,2010,9,16,21,153
6215,2010,9,16,22,104
6216,2010,9,16,23,136
6217,2010,9,17,0,117
6218,2010,9,17,1,94
6219,2010,9,17,2,112
6220,2010,9,17,3,71
6221,2010,9,17,4,89
6222,2010,9,17,5,84
6223,2010,9,17,6,70
6224,2010,9,17,7,61
6225,2010,9,17,8,53
6226,2010,9,17,9,34
6227,2010,9,17,10,26
6228,2010,9,17,11,43
6229,2010,9,17,12,21
6230,2010,9,17,13,13
6231,2010,9,17,14,24
6232,2010,9,17,15,33
6233,2010,9,17,16,9
6234,2010,9,17,17,26
6235,2010,9,17,18,30
