Date,SOI
1967-6-1,0.67
1967-7-1,0.18
1967-8-1,0.44
1967-9-1,0.44
1967-10-1,-0.17
1967-11-1,-0.57
1967-12-1,-0.78
1968-1-1,0.47
1968-2-1,0.77
1968-3-1,-0.56
1968-4-1,-0.31
1968-5-1,1.21
1968-6-1,1.27
1968-7-1,0.77
1968-8-1,-0.2
1968-9-1,-0.36
1968-10-1,-0.35
1968-11-1,-0.44
1968-12-1,0.13
1969-1-1,-1.36
1969-2-1,-0.85
1969-3-1,-0.03
1969-4-1,-0.9
1969-5-1,-0.78
1969-6-1,-0.24
1969-7-1,-0.73
1969-8-1,-0.71
1969-9-1,-1.1
1969-10-1,-1.35
1969-11-1,-0.18
1969-12-1,0.24
1970-1-1,-1.26
1970-2-1,-1.22
1970-3-1,0.06
1970-4-1,-0.56
1970-5-1,0.04
1970-6-1,1.02
1970-7-1,-0.52
1970-8-1,0.31
1970-9-1,1.18
1970-10-1,0.74
1970-11-1,1.85
1970-12-1,1.83
1971-1-1,0.23
1971-2-1,1.44
1971-3-1,1.98
1971-4-1,2.58
1971-5-1,0.88
1971-6-1,0.21
1971-7-1,0.17
1971-8-1,1.42
1971-9-1,1.51
1971-10-1,1.75
1971-11-1,0.55
1971-12-1,0.15
1972-1-1,0.33
1972-2-1,0.67
1972-3-1,0.13
1972-4-1,-0.46
1972-5-1,-1.52
1972-6-1,-1.68
1972-7-1,-1.84
1972-8-1,-1.12
1972-9-1,-1.48
1972-10-1,-1.13
1972-11-1,-0.38
1972-12-1,-1.47
1973-1-1,-0.43
1973-2-1,-1.47
1973-3-1,-0.06
1973-4-1,-0.37
1973-5-1,0.25
1973-6-1,1.22
1973-7-1,0.63
1973-8-1,1.18
1973-9-1,1.27
1973-10-1,0.85
1973-11-1,2.85
1973-12-1,1.76
1974-1-1,2.16
1974-2-1,1.49
1974-3-1,2.1
1974-4-1,1.27
1974-5-1,1.24
1974-6-1,0.14
1974-7-1,1.23
1974-8-1,0.56
1974-9-1,1.16
1974-10-1,0.72
1974-11-1,-0.42
1974-12-1,-0.14
1975-1-1,-0.62
1975-2-1,0.46
1975-3-1,1.14
1975-4-1,1.48
1975-5-1,0.51
1975-6-1,1.69
1975-7-1,2.13
1975-8-1,2.03
1975-9-1,2.15
1975-10-1,1.67
1975-11-1,1.25
1975-12-1,2.05
1976-1-1,1.19
1976-2-1,1.18
1976-3-1,1.33
1976-4-1,0.24
1976-5-1,0.5
1976-6-1,-0.16
1976-7-1,-1.24
1976-8-1,-1.46
1976-9-1,-1.29
1976-10-1,0.13
1976-11-1,0.76
1976-12-1,-0.48
1977-1-1,-0.39
1977-2-1,0.65
1977-3-1,-1.2
1977-4-1,-1.17
1977-5-1,-1.18
1977-6-1,-2.33
1977-7-1,-1.45
1977-8-1,-1.42
1977-9-1,-0.95
1977-10-1,-1.39
1977-11-1,-1.56
1977-12-1,-1.23
1978-1-1,-0.48
1978-2-1,-2.63
1978-3-1,-0.82
1978-4-1,-0.88
1978-5-1,1.5
1978-6-1,0.4
1978-7-1,0.53
1978-8-1,0.12
1978-9-1,0.06
1978-10-1,-0.76
1978-11-1,-0.28
1978-12-1,-0.21
1979-1-1,-0.45
1979-2-1,0.61
1979-3-1,-0.49
1979-4-1,-0.65
1979-5-1,0.46
1979-6-1,0.58
1979-7-1,-0.76
1979-8-1,-0.69
1979-9-1,0.11
1979-10-1,-0.37
1979-11-1,-0.61
1979-12-1,-0.9
1980-1-1,0.28
1980-2-1,-0.02
1980-3-1,-1.06
1980-4-1,-1.6
1980-5-1,-0.35
1980-6-1,-0.68
1980-7-1,-0.14
1980-8-1,-0.06
1980-9-1,-0.54
1980-10-1,-0.34
1980-11-1,-0.47
1980-12-1,-0.21
1981-1-1,0.27
1981-2-1,-0.47
1981-3-1,-2.01
1981-4-1,-0.6
1981-5-1,0.82
1981-6-1,1.28
1981-7-1,0.87
1981-8-1,0.4
1981-9-1,0.52
1981-10-1,-0.71
1981-11-1,0.07
1981-12-1,0.41
1982-1-1,0.87
1982-2-1,-0.03
1982-3-1,0.05
1982-4-1,-0.46
1982-5-1,-0.74
1982-6-1,-2.49
1982-7-1,-1.89
1982-8-1,-2.66
1982-9-1,-2.12
1982-10-1,-2.2
1982-11-1,-3.25
1982-12-1,-2.48
1983-1-1,-3.36
1983-2-1,-3.46
1983-3-1,-3.25
1983-4-1,-1.41
1983-5-1,0.79
1983-6-1,-0.58
1983-7-1,-0.7
1983-8-1,-0.37
1983-9-1,0.91
1983-10-1,0.34
1983-11-1,-0.12
1983-12-1,-0.17
1984-1-1,-0.03
1984-2-1,0.43
1984-3-1,-0.85
1984-4-1,0.39
1984-5-1,-0.03
1984-6-1,-1.22
1984-7-1,0.12
1984-8-1,0.1
1984-9-1,0.17
1984-10-1,-0.61
1984-11-1,0.12
1984-12-1,-0.24
1985-1-1,-0.55
1985-2-1,0.79
1985-3-1,0.2
1985-4-1,1.42
1985-5-1,-0.15
1985-6-1,-1.39
1985-7-1,-0.2
1985-8-1,0.66
1985-9-1,0.0
1985-10-1,-0.76
1985-11-1,-0.35
1985-12-1,0.12
1986-1-1,0.82
1986-2-1,-1.28
1986-3-1,-0.09
1986-4-1,0.11
1986-5-1,-0.63
1986-6-1,1.01
1986-7-1,0.24
1986-8-1,-0.85
1986-9-1,-0.53
1986-10-1,0.54
1986-11-1,-1.57
1986-12-1,-1.64
1987-1-1,-0.75
1987-2-1,-1.41
1987-3-1,-2.03
1987-4-1,-2.69
1987-5-1,-2.12
1987-6-1,-2.69
1987-7-1,-1.82
1987-8-1,-1.67
1987-9-1,-1.13
1987-10-1,-0.69
1987-11-1,-0.07
1987-12-1,-0.66
1988-1-1,-0.31
1988-2-1,-0.65
1988-3-1,0.13
1988-4-1,-0.03
1988-5-1,1.09
1988-6-1,-0.2
1988-7-1,1.17
1988-8-1,1.36
1988-9-1,1.92
1988-10-1,1.35
1988-11-1,1.92
1988-12-1,1.09
1989-1-1,1.31
1989-2-1,0.8
1989-3-1,0.59
1989-4-1,2.18
1989-5-1,1.45
1989-6-1,0.81
1989-7-1,0.95
1989-8-1,-0.82
1989-9-1,0.52
1989-10-1,0.61
1989-11-1,-0.38
1989-12-1,-0.62
1990-1-1,-0.21
1990-2-1,-1.79
1990-3-1,-1.09
1990-4-1,-0.01
1990-5-1,1.41
1990-6-1,-0.07
1990-7-1,0.57
1990-8-1,-0.71
1990-9-1,-0.78
1990-10-1,-0.17
1990-11-1,-0.68
1990-12-1,-0.38
1991-1-1,0.45
1991-2-1,-0.06
1991-3-1,-1.35
1991-4-1,-1.55
1991-5-1,-1.74
1991-6-1,-0.79
1991-7-1,-0.07
1991-8-1,-1.07
1991-9-1,-1.64
1991-10-1,-1.55
1991-11-1,-0.77
1991-12-1,-2.02
1992-1-1,-2.85
1992-2-1,-1.05
1992-3-1,-2.85
1992-4-1,-2.06
1992-5-1,0.06
1992-6-1,-1.82
1992-7-1,-0.63
1992-8-1,-0.01
1992-9-1,0.06
1992-10-1,-2.03
1992-11-1,-0.84
1992-12-1,-0.71
1993-1-1,-0.93
1993-2-1,-0.96
1993-3-1,-1.13
1993-4-1,-2.29
1993-5-1,-0.59
1993-6-1,-2.18
1993-7-1,-1.06
1993-8-1,-1.73
1993-9-1,-0.78
1993-10-1,-1.57
1993-11-1,-0.13
1993-12-1,0.07
1994-1-1,-0.25
1994-2-1,-0.06
1994-3-1,-1.35
1994-4-1,-2.63
1994-5-1,-1.26
1994-6-1,-1.46
1994-7-1,-1.7
1994-8-1,-2.03
1994-9-1,-1.7
1994-10-1,-1.58
1994-11-1,-0.81
1994-12-1,-1.41
1995-1-1,-0.51
1995-2-1,-0.35
1995-3-1,0.24
1995-4-1,-1.72
1995-5-1,-0.91
1995-6-1,-0.31
1995-7-1,0.44
1995-8-1,-0.11
1995-9-1,0.28
1995-10-1,-0.34
1995-11-1,-0.02
1995-12-1,-0.72
1996-1-1,0.82
1996-2-1,-0.02
1996-3-1,0.53
1996-4-1,0.91
1996-5-1,0.46
1996-6-1,1.6
1996-7-1,0.7
1996-8-1,0.33
1996-9-1,0.66
1996-10-1,0.26
1996-11-1,-0.21
1996-12-1,0.71
1997-1-1,0.29
1997-2-1,1.21
1997-3-1,-1.09
1997-4-1,-1.55
1997-5-1,-2.41
1997-6-1,-3.02
1997-7-1,-0.91
1997-8-1,-2.31
1997-9-1,-1.55
1997-10-1,-1.69
1997-11-1,-1.31
1997-12-1,-1.12
1998-1-1,-2.53
1998-2-1,-1.97
1998-3-1,-3.31
1998-4-1,-2.8
1998-5-1,0.17
1998-6-1,1.05
1998-7-1,1.49
1998-8-1,0.83
1998-9-1,1.04
1998-10-1,1.01
1998-11-1,1.01
1998-12-1,1.32
1999-1-1,1.58
1999-2-1,0.58
1999-3-1,0.78
1999-4-1,2.1
1999-5-1,0.44
1999-6-1,0.0
1999-7-1,0.52
1999-8-1,-0.03
1999-9-1,-0.07
1999-10-1,0.95
1999-11-1,1.22
1999-12-1,1.37
2000-1-1,0.47
2000-2-1,1.24
2000-3-1,0.88
2000-4-1,1.76
2000-5-1,0.42
2000-6-1,-0.87
2000-7-1,-0.34
2000-8-1,0.48
2000-9-1,0.97
2000-10-1,0.87
2000-11-1,2.02
2000-12-1,0.77
2001-1-1,0.78
2001-2-1,1.0
2001-3-1,0.46
2001-4-1,-0.18
2001-5-1,-0.84
2001-6-1,-0.19
2001-7-1,-0.27
2001-8-1,-1.01
2001-9-1,0.11
2001-10-1,-0.38
2001-11-1,0.64
2001-12-1,-1.06
2002-1-1,0.2
2002-2-1,0.64
2002-3-1,-0.81
2002-4-1,-0.48
2002-5-1,-1.54
2002-6-1,-1.02
2002-7-1,-0.7
2002-8-1,-1.62
2002-9-1,-0.66
2002-10-1,-0.79
2002-11-1,-0.6
2002-12-1,-1.3
2003-1-1,-0.3
2003-2-1,-0.9
2003-3-1,-0.91
2003-4-1,-0.48
2003-5-1,-0.85
2003-6-1,-1.75
2003-7-1,0.26
2003-8-1,-0.35
2003-9-1,-0.18
2003-10-1,-0.26
2003-11-1,-0.32
2003-12-1,0.92
2004-1-1,-1.31
2004-2-1,0.77
2004-3-1,-0.11
2004-4-1,-1.91
2004-5-1,1.22
2004-6-1,-1.91
2004-7-1,-0.72
2004-8-1,-0.9
2004-9-1,-0.31
2004-10-1,-0.42
2004-11-1,-1.06
2004-12-1,-0.94
2005-1-1,0.2
2005-2-1,-2.99
2005-3-1,-0.26
2005-4-1,-1.22
2005-5-1,-1.46
2005-6-1,0.11
2005-7-1,0.06
2005-8-1,-0.97
2005-9-1,0.34
2005-10-1,1.12
2005-11-1,-0.42
2005-12-1,0.01
2006-1-1,1.29
2006-2-1,-0.12
2006-3-1,1.32
2006-4-1,1.17
2006-5-1,-0.96
2006-6-1,-0.98
2006-7-1,-0.9
2006-8-1,-1.75
2006-9-1,-0.6
2006-10-1,-1.52
2006-11-1,0.05
2006-12-1,-0.39
2007-1-1,-0.83
2007-2-1,-0.38
2007-3-1,-0.3
2007-4-1,-0.35
2007-5-1,-0.3
2007-6-1,0.14
2007-7-1,-0.44
2007-8-1,0.01
2007-9-1,0.12
2007-10-1,0.44
2007-11-1,0.82
2007-12-1,1.49
2008-1-1,1.54
2008-2-1,2.05
2008-3-1,1.04
2008-4-1,0.56
2008-5-1,-0.25
2008-6-1,0.34
2008-7-1,0.2
2008-8-1,0.64
2008-9-1,1.26
2008-10-1,1.52
2008-11-1,1.64
2008-12-1,1.43
2009-1-1,0.85
2009-2-1,1.37
2009-3-1,-0.21
2009-4-1,1.06
2009-5-1,-0.86
2009-6-1,-0.45
2009-7-1,0.18
2009-8-1,-0.59
2009-9-1,0.35
2009-10-1,-1.66
2009-11-1,-0.67
2009-12-1,-0.95
2010-1-1,-1.13
2010-2-1,-1.59
2010-3-1,-1.4
2010-4-1,1.88
2010-5-1,0.85
2010-6-1,0.24
2010-7-1,1.95
2010-8-1,1.77
2010-9-1,2.44
2010-10-1,1.8
2010-11-1,1.62
2010-12-1,2.9
2011-1-1,2.01
2011-2-1,2.12
2011-3-1,2.09
2011-4-1,3.02
2011-5-1,0.46
2011-6-1,-0.04
2011-7-1,1.11
2011-8-1,0.07
2011-9-1,1.14
2011-10-1,0.91
2011-11-1,1.41
2011-12-1,2.45
2012-1-1,0.9
2012-2-1,0.22
2012-3-1,0.2
2012-4-1,-0.65
2012-5-1,-0.38
2012-6-1,-1.51
2012-7-1,-0.15
2012-8-1,-0.74
2012-9-1,0.22
2012-10-1,0.17
2012-11-1,0.33
2012-12-1,-0.77
2013-1-1,-0.1
2013-2-1,-0.47
2013-3-1,1.06
2013-4-1,0.01
2013-5-1,0.9
2013-6-1,1.45
2013-7-1,0.76
2013-8-1,-0.23
2013-9-1,0.41
2013-10-1,-0.34
2013-11-1,0.75
2013-12-1,-0.05
2014-1-1,1.19
2014-2-1,-0.32
2014-3-1,-1.7
2014-4-1,0.81
2014-5-1,0.72
2014-6-1,-0.46
2014-7-1,-0.26
2014-8-1,-1.42
2014-9-1,-0.66
2014-10-1,-0.86
2014-11-1,-0.96
2014-12-1,-0.66
2015-1-1,-0.87
2015-2-1,-0.04
2015-3-1,-1.4
2015-4-1,-0.27
2015-5-1,-1.04
2015-6-1,-1.72
2015-7-1,-1.41
2015-8-1,-2.15
2015-9-1,-1.65
2015-10-1,-1.91
2015-11-1,-0.63
2015-12-1,-1.0
2016-1-1,-2.12
2016-2-1,-2.09
2016-3-1,-0.75
2016-4-1,-2.61
2016-5-1,0.22
2016-6-1,0.44
2016-7-1,0.45
2016-8-1,0.4
2016-9-1,1.28
2016-10-1,-0.66
2016-11-1,-0.23
2016-12-1,0.19
2017-1-1,0.08
2017-2-1,-0.33
2017-3-1,0.41
2017-4-1,-0.75
2017-5-1,0.23
2017-6-1,-1.39
2017-7-1,0.85
2017-8-1,0.17
2017-9-1,0.62
2017-10-1,0.75
2017-11-1,0.94
2017-12-1,-0.27
2018-1-1,0.86
2018-2-1,-0.73
2018-3-1,0.91
2018-4-1,0.58
2018-5-1,0.43
2018-6-1,-0.84
2018-7-1,0.11
2018-8-1,-0.87
2018-9-1,-0.93
2018-10-1,0.32
2018-11-1,0.03
2018-12-1,0.93
